110000=中国,,北京市
441203=中国,广东省,肇庆市,鼎湖区
441204=中国,广东省,肇庆市,高要区
441223=中国,广东省,肇庆市,广宁县
441224=中国,广东省,肇庆市,怀集县
441225=中国,广东省,肇庆市,封开县
441226=中国,广东省,肇庆市,德庆县
441284=中国,广东省,肇庆市,四会市
441300=中国,广东省,惠州市
441302=中国,广东省,惠州市,惠城区
441303=中国,广东省,惠州市,惠阳区
441322=中国,广东省,惠州市,博罗县
441323=中国,广东省,惠州市,惠东县
441324=中国,广东省,惠州市,龙门县
441400=中国,广东省,梅州市
441402=中国,广东省,梅州市,梅江区
441403=中国,广东省,梅州市,梅县区
441422=中国,广东省,梅州市,大埔县
441423=中国,广东省,梅州市,丰顺县
441424=中国,广东省,梅州市,五华县
441426=中国,广东省,梅州市,平远县
441427=中国,广东省,梅州市,蕉岭县
441481=中国,广东省,梅州市,兴宁市
441500=中国,广东省,汕尾市
441502=中国,广东省,汕尾市,城区
441521=中国,广东省,汕尾市,海丰县
441523=中国,广东省,汕尾市,陆河县
441581=中国,广东省,汕尾市,陆丰市
441600=中国,广东省,河源市
441602=中国,广东省,河源市,源城区
441621=中国,广东省,河源市,紫金县
441622=中国,广东省,河源市,龙川县
441623=中国,广东省,河源市,连平县
441624=中国,广东省,河源市,和平县
441625=中国,广东省,河源市,东源县
441700=中国,广东省,阳江市
441702=中国,广东省,阳江市,江城区
441704=中国,广东省,阳江市,阳东区
441721=中国,广东省,阳江市,阳西县
441781=中国,广东省,阳江市,阳春市
441800=中国,广东省,清远市
441802=中国,广东省,清远市,清城区
441803=中国,广东省,清远市,清新区
441821=中国,广东省,清远市,佛冈县
441823=中国,广东省,清远市,阳山县
441825=中国,广东省,清远市,连山壮族瑶族自治县
441826=中国,广东省,清远市,连南瑶族自治县
441881=中国,广东省,清远市,英德市
441882=中国,广东省,清远市,连州市
441900=中国,广东省,东莞市
442000=中国,广东省,中山市
445100=中国,广东省,潮州市
445102=中国,广东省,潮州市,湘桥区
445103=中国,广东省,潮州市,潮安区
445122=中国,广东省,潮州市,饶平县
445200=中国,广东省,揭阳市
445202=中国,广东省,揭阳市,榕城区
445203=中国,广东省,揭阳市,揭东区
445222=中国,广东省,揭阳市,揭西县
445224=中国,广东省,揭阳市,惠来县
445281=中国,广东省,揭阳市,普宁市
445300=中国,广东省,云浮市
445302=中国,广东省,云浮市,云城区
445303=中国,广东省,云浮市,云安区
445321=中国,广东省,云浮市,新兴县
445322=中国,广东省,云浮市,郁南县
445381=中国,广东省,云浮市,罗定市
450000=中国,广西壮族自治区
450100=中国,广西壮族自治区,南宁市
450102=中国,广西壮族自治区,南宁市,兴宁区
450103=中国,广西壮族自治区,南宁市,青秀区
450105=中国,广西壮族自治区,南宁市,江南区
450107=中国,广西壮族自治区,南宁市,西乡塘区
450108=中国,广西壮族自治区,南宁市,良庆区
450109=中国,广西壮族自治区,南宁市,邕宁区
450110=中国,广西壮族自治区,南宁市,武鸣区
450123=中国,广西壮族自治区,南宁市,隆安县
450124=中国,广西壮族自治区,南宁市,马山县
450125=中国,广西壮族自治区,南宁市,上林县
450126=中国,广西壮族自治区,南宁市,宾阳县
450127=中国,广西壮族自治区,南宁市,横县
450200=中国,广西壮族自治区,柳州市
450202=中国,广西壮族自治区,柳州市,城中区
450203=中国,广西壮族自治区,柳州市,鱼峰区
450204=中国,广西壮族自治区,柳州市,柳南区
450205=中国,广西壮族自治区,柳州市,柳北区
450206=中国,广西壮族自治区,柳州市,柳江区
450222=中国,广西壮族自治区,柳州市,柳城县
450223=中国,广西壮族自治区,柳州市,鹿寨县
450224=中国,广西壮族自治区,柳州市,融安县
450225=中国,广西壮族自治区,柳州市,融水苗族自治县
450226=中国,广西壮族自治区,柳州市,三江侗族自治县
450300=中国,广西壮族自治区,桂林市
450302=中国,广西壮族自治区,桂林市,秀峰区
450303=中国,广西壮族自治区,桂林市,叠彩区
450304=中国,广西壮族自治区,桂林市,象山区
450305=中国,广西壮族自治区,桂林市,七星区
450311=中国,广西壮族自治区,桂林市,雁山区
450312=中国,广西壮族自治区,桂林市,临桂区
450321=中国,广西壮族自治区,桂林市,阳朔县
450323=中国,广西壮族自治区,桂林市,灵川县
450324=中国,广西壮族自治区,桂林市,全州县
450325=中国,广西壮族自治区,桂林市,兴安县
450326=中国,广西壮族自治区,桂林市,永福县
450327=中国,广西壮族自治区,桂林市,灌阳县
450328=中国,广西壮族自治区,桂林市,龙胜各族自治县
450329=中国,广西壮族自治区,桂林市,资源县
450330=中国,广西壮族自治区,桂林市,平乐县
450331=中国,广西壮族自治区,桂林市,荔浦县
450332=中国,广西壮族自治区,桂林市,恭城瑶族自治县
450400=中国,广西壮族自治区,梧州市
450403=中国,广西壮族自治区,梧州市,万秀区
450405=中国,广西壮族自治区,梧州市,长洲区
450406=中国,广西壮族自治区,梧州市,龙圩区
450421=中国,广西壮族自治区,梧州市,苍梧县
450422=中国,广西壮族自治区,梧州市,藤县
450423=中国,广西壮族自治区,梧州市,蒙山县
450481=中国,广西壮族自治区,梧州市,岑溪市
450500=中国,广西壮族自治区,北海市
450502=中国,广西壮族自治区,北海市,海城区
450503=中国,广西壮族自治区,北海市,银海区
450512=中国,广西壮族自治区,北海市,铁山港区
450521=中国,广西壮族自治区,北海市,合浦县
450600=中国,广西壮族自治区,防城港市
450602=中国,广西壮族自治区,防城港市,港口区
450603=中国,广西壮族自治区,防城港市,防城区
450621=中国,广西壮族自治区,防城港市,上思县
450681=中国,广西壮族自治区,防城港市,东兴市
450700=中国,广西壮族自治区,钦州市
450702=中国,广西壮族自治区,钦州市,钦南区
450703=中国,广西壮族自治区,钦州市,钦北区
450721=中国,广西壮族自治区,钦州市,灵山县
450722=中国,广西壮族自治区,钦州市,浦北县
450800=中国,广西壮族自治区,贵港市
450802=中国,广西壮族自治区,贵港市,港北区
450803=中国,广西壮族自治区,贵港市,港南区
450804=中国,广西壮族自治区,贵港市,覃塘区
450821=中国,广西壮族自治区,贵港市,平南县
450881=中国,广西壮族自治区,贵港市,桂平市
450900=中国,广西壮族自治区,玉林市
450902=中国,广西壮族自治区,玉林市,玉州区
450903=中国,广西壮族自治区,玉林市,福绵区
450921=中国,广西壮族自治区,玉林市,容县
450922=中国,广西壮族自治区,玉林市,陆川县
450923=中国,广西壮族自治区,玉林市,博白县
450924=中国,广西壮族自治区,玉林市,兴业县
450981=中国,广西壮族自治区,玉林市,北流市
451000=中国,广西壮族自治区,百色市
451002=中国,广西壮族自治区,百色市,右江区
451021=中国,广西壮族自治区,百色市,田阳县
451022=中国,广西壮族自治区,百色市,田东县
451023=中国,广西壮族自治区,百色市,平果县
451024=中国,广西壮族自治区,百色市,德保县
451026=中国,广西壮族自治区,百色市,那坡县
451027=中国,广西壮族自治区,百色市,凌云县
451028=中国,广西壮族自治区,百色市,乐业县
451029=中国,广西壮族自治区,百色市,田林县
451030=中国,广西壮族自治区,百色市,西林县
451031=中国,广西壮族自治区,百色市,隆林各族自治县
451081=中国,广西壮族自治区,百色市,靖西市
451100=中国,广西壮族自治区,贺州市
451102=中国,广西壮族自治区,贺州市,八步区
451103=中国,广西壮族自治区,贺州市,平桂区
451121=中国,广西壮族自治区,贺州市,昭平县
451122=中国,广西壮族自治区,贺州市,钟山县
451123=中国,广西壮族自治区,贺州市,富川瑶族自治县
451200=中国,广西壮族自治区,河池市
451202=中国,广西壮族自治区,河池市,金城江区
451203=中国,广西壮族自治区,河池市,宜州区
451221=中国,广西壮族自治区,河池市,南丹县
451222=中国,广西壮族自治区,河池市,天峨县
451223=中国,广西壮族自治区,河池市,凤山县
451224=中国,广西壮族自治区,河池市,东兰县
451225=中国,广西壮族自治区,河池市,罗城仫佬族自治县
451226=中国,广西壮族自治区,河池市,环江毛南族自治县
451227=中国,广西壮族自治区,河池市,巴马瑶族自治县
451228=中国,广西壮族自治区,河池市,都安瑶族自治县
451229=中国,广西壮族自治区,河池市,大化瑶族自治县
451300=中国,广西壮族自治区,来宾市
451302=中国,广西壮族自治区,来宾市,兴宾区
451321=中国,广西壮族自治区,来宾市,忻城县
451322=中国,广西壮族自治区,来宾市,象州县
451323=中国,广西壮族自治区,来宾市,武宣县
451324=中国,广西壮族自治区,来宾市,金秀瑶族自治县
451381=中国,广西壮族自治区,来宾市,合山市
451400=中国,广西壮族自治区,崇左市
451402=中国,广西壮族自治区,崇左市,江州区
451421=中国,广西壮族自治区,崇左市,扶绥县
451422=中国,广西壮族自治区,崇左市,宁明县
451423=中国,广西壮族自治区,崇左市,龙州县
451424=中国,广西壮族自治区,崇左市,大新县
451425=中国,广西壮族自治区,崇左市,天等县
451481=中国,广西壮族自治区,崇左市,凭祥市
460000=中国,海南省
460100=中国,海南省,海口市
460105=中国,海南省,海口市,秀英区
460106=中国,海南省,海口市,龙华区
460107=中国,海南省,海口市,琼山区
460108=中国,海南省,海口市,美兰区
460200=中国,海南省,三亚市
460202=中国,海南省,三亚市,海棠区
460203=中国,海南省,三亚市,吉阳区
460204=中国,海南省,三亚市,天涯区
460205=中国,海南省,三亚市,崖州区
460300=中国,海南省,三沙市
460321=中国,海南省,三沙市,西沙群岛
460322=中国,海南省,三沙市,南沙群岛
460323=中国,海南省,三沙市,中沙群岛的岛礁及其海域
460400=中国,海南省,儋州市
469001=中国,海南省,五指山市,五指山市
469002=中国,海南省,琼海市,琼海市
469005=中国,海南省,文昌市,文昌市
469006=中国,海南省,万宁市,万宁市
469007=中国,海南省,东方市,东方市
469021=中国,海南省,定安县,定安县
469022=中国,海南省,屯昌县,屯昌县
469023=中国,海南省,澄迈县,澄迈县
469024=中国,海南省,临高县,临高县
469025=中国,海南省,白沙黎族自治县,白沙黎族自治县
469026=中国,海南省,昌江黎族自治县,昌江黎族自治县
469027=中国,海南省,乐东黎族自治县,乐东黎族自治县
469028=中国,海南省,陵水黎族自治县,陵水黎族自治县
469029=中国,海南省,保亭黎族苗族自治县,保亭黎族苗族自治县
469030=中国,海南省,琼中黎族苗族自治县,琼中黎族苗族自治县
500000=中国,,重庆市
500101=中国,,重庆市,万州区
500102=中国,,重庆市,涪陵区
500103=中国,,重庆市,渝中区
500104=中国,,重庆市,大渡口区
500105=中国,,重庆市,江北区
500106=中国,,重庆市,沙坪坝区
500107=中国,,重庆市,九龙坡区
500108=中国,,重庆市,南岸区
500109=中国,,重庆市,北碚区
500110=中国,,重庆市,綦江区
500111=中国,,重庆市,大足区
500112=中国,,重庆市,渝北区
500113=中国,,重庆市,巴南区
500114=中国,,重庆市,黔江区
500115=中国,,重庆市,长寿区
500116=中国,,重庆市,江津区
500117=中国,,重庆市,合川区
500118=中国,,重庆市,永川区
500119=中国,,重庆市,南川区
500120=中国,,重庆市,璧山区
500151=中国,,重庆市,铜梁区
500152=中国,,重庆市,潼南区
500153=中国,,重庆市,荣昌区
500154=中国,,重庆市,开州区
500155=中国,,重庆市,梁平区
500156=中国,,重庆市,武隆区
500229=中国,,重庆市,城口县
500230=中国,,重庆市,丰都县
500231=中国,,重庆市,垫江县
500233=中国,,重庆市,忠县
500235=中国,,重庆市,云阳县
500236=中国,,重庆市,奉节县
500237=中国,,重庆市,巫山县
500238=中国,,重庆市,巫溪县
500240=中国,,重庆市,石柱土家族自治县
500241=中国,,重庆市,秀山土家族苗族自治县
500242=中国,,重庆市,酉阳土家族苗族自治县
500243=中国,,重庆市,彭水苗族土家族自治县
510000=中国,四川省
510100=中国,四川省,成都市
510104=中国,四川省,成都市,锦江区
510105=中国,四川省,成都市,青羊区
510106=中国,四川省,成都市,金牛区
510107=中国,四川省,成都市,武侯区
510108=中国,四川省,成都市,成华区
510112=中国,四川省,成都市,龙泉驿区
510113=中国,四川省,成都市,青白江区
510114=中国,四川省,成都市,新都区
510115=中国,四川省,成都市,温江区
510116=中国,四川省,成都市,双流区
510117=中国,四川省,成都市,郫都区
510121=中国,四川省,成都市,金堂县
510129=中国,四川省,成都市,大邑县
510131=中国,四川省,成都市,蒲江县
510132=中国,四川省,成都市,新津县
510181=中国,四川省,成都市,都江堰市
510182=中国,四川省,成都市,彭州市
510183=中国,四川省,成都市,邛崃市
510184=中国,四川省,成都市,崇州市
510185=中国,四川省,成都市,简阳市
510300=中国,四川省,自贡市
510302=中国,四川省,自贡市,自流井区
510303=中国,四川省,自贡市,贡井区
510304=中国,四川省,自贡市,大安区
510311=中国,四川省,自贡市,沿滩区
510321=中国,四川省,自贡市,荣县
510322=中国,四川省,自贡市,富顺县
510400=中国,四川省,攀枝花市
510402=中国,四川省,攀枝花市,东区
510403=中国,四川省,攀枝花市,西区
510411=中国,四川省,攀枝花市,仁和区
510421=中国,四川省,攀枝花市,米易县
510422=中国,四川省,攀枝花市,盐边县
510500=中国,四川省,泸州市
510502=中国,四川省,泸州市,江阳区
510503=中国,四川省,泸州市,纳溪区
510504=中国,四川省,泸州市,龙马潭区
510521=中国,四川省,泸州市,泸县
510522=中国,四川省,泸州市,合江县
510524=中国,四川省,泸州市,叙永县
510525=中国,四川省,泸州市,古蔺县
510600=中国,四川省,德阳市
510603=中国,四川省,德阳市,旌阳区
510623=中国,四川省,德阳市,中江县
510626=中国,四川省,德阳市,罗江县
510681=中国,四川省,德阳市,广汉市
510682=中国,四川省,德阳市,什邡市
510683=中国,四川省,德阳市,绵竹市
510700=中国,四川省,绵阳市
510703=中国,四川省,绵阳市,涪城区
510704=中国,四川省,绵阳市,游仙区
510705=中国,四川省,绵阳市,安州区
510722=中国,四川省,绵阳市,三台县
510723=中国,四川省,绵阳市,盐亭县
510725=中国,四川省,绵阳市,梓潼县
510726=中国,四川省,绵阳市,北川羌族自治县
510727=中国,四川省,绵阳市,平武县
510781=中国,四川省,绵阳市,江油市
510800=中国,四川省,广元市
510802=中国,四川省,广元市,利州区
510811=中国,四川省,广元市,昭化区
510812=中国,四川省,广元市,朝天区
510821=中国,四川省,广元市,旺苍县
510822=中国,四川省,广元市,青川县
510823=中国,四川省,广元市,剑阁县
510824=中国,四川省,广元市,苍溪县
510900=中国,四川省,遂宁市
510903=中国,四川省,遂宁市,船山区
510904=中国,四川省,遂宁市,安居区
510921=中国,四川省,遂宁市,蓬溪县
510922=中国,四川省,遂宁市,射洪县
510923=中国,四川省,遂宁市,大英县
511000=中国,四川省,内江市
511002=中国,四川省,内江市,市中区
511011=中国,四川省,内江市,东兴区
511024=中国,四川省,内江市,威远县
511025=中国,四川省,内江市,资中县
511083=中国,四川省,内江市,隆昌市
511100=中国,四川省,乐山市
511102=中国,四川省,乐山市,市中区
511111=中国,四川省,乐山市,沙湾区
511112=中国,四川省,乐山市,五通桥区
511113=中国,四川省,乐山市,金口河区
511123=中国,四川省,乐山市,犍为县
511124=中国,四川省,乐山市,井研县
511126=中国,四川省,乐山市,夹江县
511129=中国,四川省,乐山市,沐川县
511132=中国,四川省,乐山市,峨边彝族自治县
511133=中国,四川省,乐山市,马边彝族自治县
511181=中国,四川省,乐山市,峨眉山市
511300=中国,四川省,南充市
511302=中国,四川省,南充市,顺庆区
511303=中国,四川省,南充市,高坪区
511304=中国,四川省,南充市,嘉陵区
511321=中国,四川省,南充市,南部县
511322=中国,四川省,南充市,营山县
511323=中国,四川省,南充市,蓬安县
511324=中国,四川省,南充市,仪陇县
511325=中国,四川省,南充市,西充县
511381=中国,四川省,南充市,阆中市
511400=中国,四川省,眉山市
511402=中国,四川省,眉山市,东坡区
511403=中国,四川省,眉山市,彭山区
511421=中国,四川省,眉山市,仁寿县
511423=中国,四川省,眉山市,洪雅县
511424=中国,四川省,眉山市,丹棱县
511425=中国,四川省,眉山市,青神县
511500=中国,四川省,宜宾市
511502=中国,四川省,宜宾市,翠屏区
511503=中国,四川省,宜宾市,南溪区
511521=中国,四川省,宜宾市,宜宾县
511523=中国,四川省,宜宾市,江安县
511524=中国,四川省,宜宾市,长宁县
511525=中国,四川省,宜宾市,高县
511526=中国,四川省,宜宾市,珙县
511527=中国,四川省,宜宾市,筠连县
511528=中国,四川省,宜宾市,兴文县
511529=中国,四川省,宜宾市,屏山县
511600=中国,四川省,广安市
511602=中国,四川省,广安市,广安区
511603=中国,四川省,广安市,前锋区
511621=中国,四川省,广安市,岳池县
511622=中国,四川省,广安市,武胜县
511623=中国,四川省,广安市,邻水县
511681=中国,四川省,广安市,华蓥市
511700=中国,四川省,达州市
511702=中国,四川省,达州市,通川区
511703=中国,四川省,达州市,达川区
511722=中国,四川省,达州市,宣汉县
511723=中国,四川省,达州市,开江县
511724=中国,四川省,达州市,大竹县
511725=中国,四川省,达州市,渠县
511781=中国,四川省,达州市,万源市
511800=中国,四川省,雅安市
511802=中国,四川省,雅安市,雨城区
511803=中国,四川省,雅安市,名山区
511822=中国,四川省,雅安市,荥经县
511823=中国,四川省,雅安市,汉源县
511824=中国,四川省,雅安市,石棉县
511825=中国,四川省,雅安市,天全县
511826=中国,四川省,雅安市,芦山县
511827=中国,四川省,雅安市,宝兴县
511900=中国,四川省,巴中市
511902=中国,四川省,巴中市,巴州区
511903=中国,四川省,巴中市,恩阳区
511921=中国,四川省,巴中市,通江县
511922=中国,四川省,巴中市,南江县
511923=中国,四川省,巴中市,平昌县
512000=中国,四川省,资阳市
512002=中国,四川省,资阳市,雁江区
512021=中国,四川省,资阳市,安岳县
512022=中国,四川省,资阳市,乐至县
513200=中国,四川省,阿坝藏族羌族自治州
513201=中国,四川省,阿坝藏族羌族自治州,马尔康市
513221=中国,四川省,阿坝藏族羌族自治州,汶川县
513222=中国,四川省,阿坝藏族羌族自治州,理县
513223=中国,四川省,阿坝藏族羌族自治州,茂县
513224=中国,四川省,阿坝藏族羌族自治州,松潘县
513225=中国,四川省,阿坝藏族羌族自治州,九寨沟县
513226=中国,四川省,阿坝藏族羌族自治州,金川县
513227=中国,四川省,阿坝藏族羌族自治州,小金县
513228=中国,四川省,阿坝藏族羌族自治州,黑水县
513230=中国,四川省,阿坝藏族羌族自治州,壤塘县
513231=中国,四川省,阿坝藏族羌族自治州,阿坝县
513232=中国,四川省,阿坝藏族羌族自治州,若尔盖县
513233=中国,四川省,阿坝藏族羌族自治州,红原县
513300=中国,四川省,甘孜藏族自治州
513301=中国,四川省,甘孜藏族自治州,康定市
513322=中国,四川省,甘孜藏族自治州,泸定县
513323=中国,四川省,甘孜藏族自治州,丹巴县
513324=中国,四川省,甘孜藏族自治州,九龙县
513325=中国,四川省,甘孜藏族自治州,雅江县
513326=中国,四川省,甘孜藏族自治州,道孚县
513327=中国,四川省,甘孜藏族自治州,炉霍县
513328=中国,四川省,甘孜藏族自治州,甘孜县
513329=中国,四川省,甘孜藏族自治州,新龙县
513330=中国,四川省,甘孜藏族自治州,德格县
513331=中国,四川省,甘孜藏族自治州,白玉县
513332=中国,四川省,甘孜藏族自治州,石渠县
513333=中国,四川省,甘孜藏族自治州,色达县
513334=中国,四川省,甘孜藏族自治州,理塘县
513335=中国,四川省,甘孜藏族自治州,巴塘县
513336=中国,四川省,甘孜藏族自治州,乡城县
513337=中国,四川省,甘孜藏族自治州,稻城县
513338=中国,四川省,甘孜藏族自治州,得荣县
513400=中国,四川省,凉山彝族自治州
513401=中国,四川省,凉山彝族自治州,西昌市
513422=中国,四川省,凉山彝族自治州,木里藏族自治县
513423=中国,四川省,凉山彝族自治州,盐源县
513424=中国,四川省,凉山彝族自治州,德昌县
513425=中国,四川省,凉山彝族自治州,会理县
513426=中国,四川省,凉山彝族自治州,会东县
513427=中国,四川省,凉山彝族自治州,宁南县
513428=中国,四川省,凉山彝族自治州,普格县
513429=中国,四川省,凉山彝族自治州,布拖县
513430=中国,四川省,凉山彝族自治州,金阳县
513431=中国,四川省,凉山彝族自治州,昭觉县
513432=中国,四川省,凉山彝族自治州,喜德县
513433=中国,四川省,凉山彝族自治州,冕宁县
513434=中国,四川省,凉山彝族自治州,越西县
513435=中国,四川省,凉山彝族自治州,甘洛县
513436=中国,四川省,凉山彝族自治州,美姑县
513437=中国,四川省,凉山彝族自治州,雷波县
520000=中国,贵州省
520100=中国,贵州省,贵阳市
520102=中国,贵州省,贵阳市,南明区
520103=中国,贵州省,贵阳市,云岩区
520111=中国,贵州省,贵阳市,花溪区
520112=中国,贵州省,贵阳市,乌当区
520113=中国,贵州省,贵阳市,白云区
520115=中国,贵州省,贵阳市,观山湖区
520121=中国,贵州省,贵阳市,开阳县
520122=中国,贵州省,贵阳市,息烽县
520123=中国,贵州省,贵阳市,修文县
520181=中国,贵州省,贵阳市,清镇市
520200=中国,贵州省,六盘水市
520201=中国,贵州省,六盘水市,钟山区
520203=中国,贵州省,六盘水市,六枝特区
520221=中国,贵州省,六盘水市,水城县
520281=中国,贵州省,六盘水市,盘州市
520300=中国,贵州省,遵义市
520302=中国,贵州省,遵义市,红花岗区
520303=中国,贵州省,遵义市,汇川区
520304=中国,贵州省,遵义市,播州区
520322=中国,贵州省,遵义市,桐梓县
520323=中国,贵州省,遵义市,绥阳县
520324=中国,贵州省,遵义市,正安县
520325=中国,贵州省,遵义市,道真仡佬族苗族自治县
520326=中国,贵州省,遵义市,务川仡佬族苗族自治县
520327=中国,贵州省,遵义市,凤冈县
520328=中国,贵州省,遵义市,湄潭县
520329=中国,贵州省,遵义市,余庆县
520330=中国,贵州省,遵义市,习水县
520381=中国,贵州省,遵义市,赤水市
520382=中国,贵州省,遵义市,仁怀市
520400=中国,贵州省,安顺市
520402=中国,贵州省,安顺市,西秀区
520403=中国,贵州省,安顺市,平坝区
520422=中国,贵州省,安顺市,普定县
520423=中国,贵州省,安顺市,镇宁布依族苗族自治县
520424=中国,贵州省,安顺市,关岭布依族苗族自治县
520425=中国,贵州省,安顺市,紫云苗族布依族自治县
520500=中国,贵州省,毕节市
520502=中国,贵州省,毕节市,七星关区
520521=中国,贵州省,毕节市,大方县
520522=中国,贵州省,毕节市,黔西县
520523=中国,贵州省,毕节市,金沙县
520524=中国,贵州省,毕节市,织金县
520525=中国,贵州省,毕节市,纳雍县
520526=中国,贵州省,毕节市,威宁彝族回族苗族自治县
520527=中国,贵州省,毕节市,赫章县
520600=中国,贵州省,铜仁市
520602=中国,贵州省,铜仁市,碧江区
520603=中国,贵州省,铜仁市,万山区
520621=中国,贵州省,铜仁市,江口县
520622=中国,贵州省,铜仁市,玉屏侗族自治县
520623=中国,贵州省,铜仁市,石阡县
520624=中国,贵州省,铜仁市,思南县
520625=中国,贵州省,铜仁市,印江土家族苗族自治县
520626=中国,贵州省,铜仁市,德江县
520627=中国,贵州省,铜仁市,沿河土家族自治县
520628=中国,贵州省,铜仁市,松桃苗族自治县
522300=中国,贵州省,黔西南布依族苗族自治州
522301=中国,贵州省,黔西南布依族苗族自治州,兴义市
522322=中国,贵州省,黔西南布依族苗族自治州,兴仁县
522323=中国,贵州省,黔西南布依族苗族自治州,普安县
522324=中国,贵州省,黔西南布依族苗族自治州,晴隆县
522325=中国,贵州省,黔西南布依族苗族自治州,贞丰县
522326=中国,贵州省,黔西南布依族苗族自治州,望谟县
522327=中国,贵州省,黔西南布依族苗族自治州,册亨县
522328=中国,贵州省,黔西南布依族苗族自治州,安龙县
522600=中国,贵州省,黔东南苗族侗族自治州
522601=中国,贵州省,黔东南苗族侗族自治州,凯里市
522622=中国,贵州省,黔东南苗族侗族自治州,黄平县
522623=中国,贵州省,黔东南苗族侗族自治州,施秉县
522624=中国,贵州省,黔东南苗族侗族自治州,三穗县
522625=中国,贵州省,黔东南苗族侗族自治州,镇远县
522626=中国,贵州省,黔东南苗族侗族自治州,岑巩县
522627=中国,贵州省,黔东南苗族侗族自治州,天柱县
522628=中国,贵州省,黔东南苗族侗族自治州,锦屏县
522629=中国,贵州省,黔东南苗族侗族自治州,剑河县
522630=中国,贵州省,黔东南苗族侗族自治州,台江县
522631=中国,贵州省,黔东南苗族侗族自治州,黎平县
522632=中国,贵州省,黔东南苗族侗族自治州,榕江县
522633=中国,贵州省,黔东南苗族侗族自治州,从江县
522634=中国,贵州省,黔东南苗族侗族自治州,雷山县
522635=中国,贵州省,黔东南苗族侗族自治州,麻江县
522636=中国,贵州省,黔东南苗族侗族自治州,丹寨县
522700=中国,贵州省,黔南布依族苗族自治州
522701=中国,贵州省,黔南布依族苗族自治州,都匀市
522702=中国,贵州省,黔南布依族苗族自治州,福泉市
522722=中国,贵州省,黔南布依族苗族自治州,荔波县
522723=中国,贵州省,黔南布依族苗族自治州,贵定县
522725=中国,贵州省,黔南布依族苗族自治州,瓮安县
522726=中国,贵州省,黔南布依族苗族自治州,独山县
522727=中国,贵州省,黔南布依族苗族自治州,平塘县
522728=中国,贵州省,黔南布依族苗族自治州,罗甸县
522729=中国,贵州省,黔南布依族苗族自治州,长顺县
522730=中国,贵州省,黔南布依族苗族自治州,龙里县
522731=中国,贵州省,黔南布依族苗族自治州,惠水县
522732=中国,贵州省,黔南布依族苗族自治州,三都水族自治县
530000=中国,云南省
530100=中国,云南省,昆明市
530102=中国,云南省,昆明市,五华区
530103=中国,云南省,昆明市,盘龙区
530111=中国,云南省,昆明市,官渡区
530112=中国,云南省,昆明市,西山区
530113=中国,云南省,昆明市,东川区
530114=中国,云南省,昆明市,呈贡区
530115=中国,云南省,昆明市,晋宁区
530124=中国,云南省,昆明市,富民县
530125=中国,云南省,昆明市,宜良县
530126=中国,云南省,昆明市,石林彝族自治县
530127=中国,云南省,昆明市,嵩明县
530128=中国,云南省,昆明市,禄劝彝族苗族自治县
530129=中国,云南省,昆明市,寻甸回族彝族自治县
530181=中国,云南省,昆明市,安宁市
530300=中国,云南省,曲靖市
530302=中国,云南省,曲靖市,麒麟区
530303=中国,云南省,曲靖市,沾益区
530321=中国,云南省,曲靖市,马龙县
530322=中国,云南省,曲靖市,陆良县
530323=中国,云南省,曲靖市,师宗县
530324=中国,云南省,曲靖市,罗平县
530325=中国,云南省,曲靖市,富源县
530326=中国,云南省,曲靖市,会泽县
530381=中国,云南省,曲靖市,宣威市
530400=中国,云南省,玉溪市
530402=中国,云南省,玉溪市,红塔区
530403=中国,云南省,玉溪市,江川区
530422=中国,云南省,玉溪市,澄江县
530423=中国,云南省,玉溪市,通海县
530424=中国,云南省,玉溪市,华宁县
530425=中国,云南省,玉溪市,易门县
530426=中国,云南省,玉溪市,峨山彝族自治县
530427=中国,云南省,玉溪市,新平彝族傣族自治县
530428=中国,云南省,玉溪市,元江哈尼族彝族傣族自治县
530500=中国,云南省,保山市
530502=中国,云南省,保山市,隆阳区
530521=中国,云南省,保山市,施甸县
530523=中国,云南省,保山市,龙陵县
530524=中国,云南省,保山市,昌宁县
530581=中国,云南省,保山市,腾冲市
530600=中国,云南省,昭通市
530602=中国,云南省,昭通市,昭阳区
530621=中国,云南省,昭通市,鲁甸县
530622=中国,云南省,昭通市,巧家县
530623=中国,云南省,昭通市,盐津县
530624=中国,云南省,昭通市,大关县
530625=中国,云南省,昭通市,永善县
530626=中国,云南省,昭通市,绥江县
530627=中国,云南省,昭通市,镇雄县
530628=中国,云南省,昭通市,彝良县
530629=中国,云南省,昭通市,威信县
530630=中国,云南省,昭通市,水富县
530700=中国,云南省,丽江市
530702=中国,云南省,丽江市,古城区
530721=中国,云南省,丽江市,玉龙纳西族自治县
530722=中国,云南省,丽江市,永胜县
530723=中国,云南省,丽江市,华坪县
530724=中国,云南省,丽江市,宁蒗彝族自治县
530800=中国,云南省,普洱市
530802=中国,云南省,普洱市,思茅区
530821=中国,云南省,普洱市,宁洱哈尼族彝族自治县
530822=中国,云南省,普洱市,墨江哈尼族自治县
530823=中国,云南省,普洱市,景东彝族自治县
530824=中国,云南省,普洱市,景谷傣族彝族自治县
530825=中国,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县
530826=中国,云南省,普洱市,江城哈尼族彝族自治县
530827=中国,云南省,普洱市,孟连傣族拉祜族佤族自治县
530828=中国,云南省,普洱市,澜沧拉祜族自治县
